ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
d05ae81c04aa60337399602ef712533dc92daea255cdd5c1f4dba72244aba039,https://www.snap.com/political-ads/asset/425480056ebf64821d94839afef4c72785b68ff0616ed142d24728ad84c84336?mediaType=mp4,EUR,0,1260,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Donegal,Galway,Leitrim,Longford,Mayo,Roscommon,Sligo,Westmeath",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
79c0e8d4e87205eaee38deb91d4244103ba1d471ab81a7e9a9b46c1e797a0e3a,https://www.snap.com/political-ads/asset/f47c3373c2ffc1724d9e786b855e31f28e103a21377a5d371d341e8bde7a8b9f?mediaType=jpeg,USD,81,221018,2020/01/14 18:08:54Z,,Marud Khan,US,Donald Trump,Albbiom Marketing LLC,,,united states,,Alaska,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v6/
c110b35282c92c62e9c7a90817ce9564842662dbb26e864c21704e2ffe0d4b8b,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,2412,249181,2020/01/08 22:07:18Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-comm?cid=social_asm_snapchat_ditchjuul_bellyflop_leadgen_snapcom_6_1824
6c4f7cddadc4614bcbdd59fa51876deb935dd822e4170e9040a581cea39e5b8c,https://www.snap.com/political-ads/asset/162d73fb628c50dec28456ce3a88649b4688ed4467af87cb1c7ac7e692dbc190?mediaType=mp4,USD,35,17360,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/issues/?utm_source=snapchat&utm_medium=video&utm_campaign=kitchen_table&utm_content=42s
49b291d8ce5bbdff5c311cd767f5d065a28d313cc9f6bf39f5aac38426f188d0,https://www.snap.com/political-ads/asset/5918f7bd6a4cffe1a5a1b172d3100fbbb62c4c38cf2a00db7cf5bbd79e395748?mediaType=jpeg,USD,534,1289017,2020/01/21 15:22:24Z,,Marud Khan,US,Donald Trump,Albbiom Marketing LLC,,,united states,,Alaska,,,,,,,,,,,"News Watchers,Business News Watchers,Celebrity News Watchers,Political News Watchers,TV Network Viewers (FOX News Channel),TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v6/
3a6a3090bb2de245fd1a0926a8079388e4f086b55a2bd26d5510325b3fbcea98,https://www.snap.com/political-ads/asset/5e1556a4a8569630b95491041d7f5ef045340bc1f4d5f83df022be898147eaf2?mediaType=mp4,GBP,4,4617,2020/01/21 12:48:49Z,2020/03/02 07:59:59Z,Republic of Media Ltd.,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",,Scottish Government,,16-24,united kingdom,,,,,"latitude 56.78120018038726;longitude -4.287511715387666;radius 100.0,latitude 57.32171550315462;longitude -2.418608752380237;radius 85.86,latitude 55.51943446788195;longitude -3.4927427040261705;radius 58.31,latitude 55.10155935962584;longitude -4.442367333596138;radius 60.15,latitude 55.83574454246647;longitude -2.4876021261947585;radius 23.42,latitude 56.080161847032315;longitude -2.8813614784165793;radius 54.27,latitude 55.78079022250972;longitude -4.63869497268675;radius 64.56,latitude 55.5023252578392;longitude -2.413099749062013;radius 9.83,latitude 58.113564814053944;longitude -4.522493797329133;radius 100.0,latitude 58.12173011298961;longitude -6.601857126173002;radius 37.38,latitude 59.008553059263335;longitude -2.9179367020813345;radius 55.74",,,,,,,,,,Provided by Advertiser,,,,,
9ca106ee5096efbd0fbc7348cba429d54af8cd519537921e345fbb5163c5271c,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,1035,323290,2020/01/23 17:00:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,"Music Fans,Concert Venues",,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1324
40c9752cbccd945df88584d24b1db8bc44be9cedfe81cf96e4a26d54cc1436a2,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,4529,474940,2020/01/08 22:07:18Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,15-17,united states,,,,,,,"Albuquerque - Santa Fe,Alexandria,Amarillo,Biloxi - Gulfport,Birmingham (anniston and Tuscaloosa),Bluefield - Beckley - Oak Hill,Bowling Green,Buffalo,Casper - Riverton,Charleston - Huntington,Chattanooga,Cincinnati,Clarksburg - Weston,Cleveland - Akron (canton),Columbia - Jefferson City,Columbus,Columbus,Columbus - Tupelo - West Point,Corpus Christi,Detroit,Dothan,Duluth - Superior,Evansville,Greenwood - Greenville,Harrisonburg,Hattiesburg - Laurel,Huntsville - Decatur (florence),Idaho Falls - Pocatello,Indianapolis,Jackson,Jonesboro,Joplin - Pittsburg,Knoxville,Lafayette,Lafayette,Lake Charles,Lansing,Las Vegas,Lexington,Lima,Little Rock - Pine Bluff,Louisville,Memphis,Meridian,Minot - Bismarck - Dickinson,Mobile - Pensacola (ft. Walt),Monroe - El Dorado,Montgomery - Selma,Myrtle Beach - Florence,Norfolk - Portsmouth - Newport News,Oklahoma City,Orlando - Daytona Beach - Melbourne,Ottumwa - Kirksville,Paducah - Cape Girardeau - Harrisburg,Panama City,Parkersburg,Philadelphia,Pittsburgh,Quincy - Hannibal - Keokuk,Roanoke - Lynchburg,Rochester,San Antonio,Sherman - Ada,Shreveport,Sioux Falls(mitchell),South Bend - Elkhart,Spokane,Springfield,St. Joseph,Tampa - St. Petersburg (sarasota),Terre Haute,Topeka,Tri - Cities,Tulsa,Wheeling - Steubenville,Wichita - Hutchinson Plus,Youngstown,Zanesville",,,,,,,,,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-comm?cid=social_asm_snapchat_ditchjuul_bellyflop_leadgen_snapcom_6_1517
c9c6ec3148dfbaf4c9a71ff68a5bfefe7789744a61140b36c06fb9ad8a3faca4,https://www.snap.com/political-ads/asset/98a99f0294f4a85e63274f7239169f20aea5d096d57b40a3c2d3d6241ea5da55?mediaType=mp4,EUR,0,1099,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
881a9f69daa7ce0dbbefa450d1a07f06c9ece24372d10aad587002c227155a63,https://www.snap.com/political-ads/asset/c4756e0a053a0c0d45249019702cfbb4fe957dac1d3e2427f5b8df75b21969a7?mediaType=mp4,USD,135,80381,2019/10/18 20:49:11Z,2020/02/03 21:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Rocky Mountain Values,FEMALE,18+,united states,Colorado,,,,,,,,,"80012,80014,80022,80033,80123,80127,80201,80202,80203,80204,80205,80206,80207,80208,80209,80210,80211,80212,80214,80215,80216,80217,80218,80219,80220,80221,80222,80223,80224,80225,80226,80227,80228,80229,80230,80231,80232,80233,80234,80235,80236,80237,80238,80239,80241,80243,80244,80246,80247,80248,80249,80250,80251,80256,80257,80259,80260,80261,80262,80263,80264,80265,80266,80271,80273,80274,80281,80290,80291,80293,80294,80299",,,,,Provided by Advertiser,,,,,web_view_url:https://www.rockymountainvalues.org/corygardnerfacts
11f1f1246d2d8531708ad79806d9332fa4e3f888fe0e0b1e69d53cba50fe914d,https://www.snap.com/political-ads/asset/91c1613924df12495f75a2bc8f876ddc4c604aecc0b3ee74bdbf8992e4746306?mediaType=jpg,USD,0,685,2020/01/22 02:34:27Z,,"D-Squared Commerce, LLC",US,PrezzyFlipFlops,"D-Squared Commerce, LLC",,18-35,united states,,,,,,,,,,,,,Collegiates,,Provided by Advertiser,,,,,web_view_url:https://prezzyflipflops.com/
86a9ae99ceb46b1b3b3121e5a6dd97d867a07a9dceca3c9152d0dbb732e0035a,https://www.snap.com/political-ads/asset/a2869873b2023a2446961351bf71ee515d7b0b7f9f375af273c965734642eb79?mediaType=mp4,USD,196,108352,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,,,,,,,,web_view_url:https://newrepublic.com/article/155246/pete-buttigiegs-undeniable-allure
2dfce40d6a322fd915dd62cf47b89ffebd9a15870c8a6a15a5b90c747c6d52c4,https://www.snap.com/political-ads/asset/8d74d03e33290faf78d9d00dc790376078158f1004112bce50ed329d4bb829fd?mediaType=mp4,EUR,0,750,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
096125f4684038254de3492e00697660232d54defee3d542dc57e6ea41728067,https://www.snap.com/political-ads/asset/7f8f5ac02568115617c2352c5c797577e2fc37f1c983a4ea94f6128db835b8d0?mediaType=mov,USD,2688,2175718,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?&utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_Penis_6s&utm_content=Traffic_Roo_13-17All&utm_campaign=PPRoo_Traffic5.13-6.7_Roo
8ae882d331d07a21e54bdec1569d6d387b90e5b834b1622f43a1750f455bf310,https://www.snap.com/political-ads/asset/26cfd344ff6cc5b0a73054cb83016a33858cb423feeb2bc93d6afb489ca0a310?mediaType=mp4,EUR,0,1679,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
fd6659e44115a1dabe869763f419afc4827684a9dd9c3564e756f544f39c4529,https://www.snap.com/political-ads/asset/15a0aec8102f2215dbc37e3be3ac8fafd6c00638a1295353930f0b35799fd649?mediaType=mp4,EUR,85,61788,2020/01/15 13:38:50Z,2020/01/29 13:23:10Z,Context Media,"Västra Norrlandsgatan 7 ,UMEÅ,90327,SE",,Region Kronoberg,,16-29,sweden,Kronobergs Lan,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:http://www.regionkronoberg.se/halsa-vard-tandvard/fimpar-du-fimpar-jag/
1d1f6e061db481539ed1d6641f42332e9d98b0a6a69d17370b4883bc3d5af2dc,https://www.snap.com/political-ads/asset/45dffcd2a5c6eb0d5b8de64b4405e5d332ab2befea66e88e60bb2e01a6edb208?mediaType=mp4,EUR,0,828,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
f7652a239f603735f7347f9be3e49eff4e7f325bb8099bb5e75ee26cbd97a058,https://www.snap.com/political-ads/asset/ca7d2638d2d327ca061e973ffede7f9eb0588dd61aea4c4489ecf982f40e8988?mediaType=mov,USD,158,133776,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_Puberty_6s&utm_content=Traffic_Roo_13to17All&utm_campaign=PPRoo_TrafficFlight1_RooExtension
8c549c2f2b25071da0551468758e26226a54138a28ac9b4a341b1e60c5bfd759,https://www.snap.com/political-ads/asset/db88c762bb1456fbf67368f65564aa062a7f9a21633efdfcbc163fd2b80b1f25?mediaType=mp4,EUR,22,43500,2020/01/17 12:30:35Z,2020/01/21 23:59:59Z,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,,,,,,,,,,,,,,,,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
0b06b02aaa7cfe1d5c41b8a61ce952b991255a98ed701acd8520d1efe5f9f978,https://www.snap.com/political-ads/asset/d5ecb93d092a01116411e3882c98191ba7c24a6da503e51844a49ae463c750fa?mediaType=mp4,USD,137,81378,2019/10/18 20:49:11Z,2020/02/03 21:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Rocky Mountain Values,FEMALE,18+,united states,Colorado,,,,,,,,,"80012,80014,80022,80033,80123,80127,80201,80202,80203,80204,80205,80206,80207,80208,80209,80210,80211,80212,80214,80215,80216,80217,80218,80219,80220,80221,80222,80223,80224,80225,80226,80227,80228,80229,80230,80231,80232,80233,80234,80235,80236,80237,80238,80239,80241,80243,80244,80246,80247,80248,80249,80250,80251,80256,80257,80259,80260,80261,80262,80263,80264,80265,80266,80271,80273,80274,80281,80290,80291,80293,80294,80299",,,,,Provided by Advertiser,,,,,web_view_url:https://www.rockymountainvalues.org/corygardnerfacts
ae3bdd5ed842b601307d0b5d0632c802bcf406d215f40a02d21b9da0c8b0bc89,https://www.snap.com/political-ads/asset/9a6a8bc0ba0832efcaed8758c7fec7cf37fc684c0581898fd954b1437c293e7e?mediaType=png,EUR,127,276096,2020/01/09 08:00:01Z,2020/02/02 22:59:59Z,Dentsu Aegis Network France,"4, Place de Saverne,Courbevoie,92400,FR",,Education Nationale,,15-17,france,,,,,,,,,,,,,,,,fr,,,,web_view_url:http://quandjepasselebac.education.fr/questions-que-vous-vous-posez-sur-le-controle-continu/
1f39bae1f29fbd6622cc95f7a81a9d1a6f8e19d6cac4bb91c07ff4e56a2b21b5,https://www.snap.com/political-ads/asset/cf786df6d8d1f21efd662cf03ab271ebb48afd385ea8ed5789734a57a22be541?mediaType=mov,USD,6436,3588891,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_Masturbate_6s&utm_content=Traffic_Roo_13to17All&utm_campaign=PPRoo_TrafficFlight1_RooExtension
0197c900a5ccd23a55904f278e0d99f04fbccf96270e881d1156926bc52d45e3,https://www.snap.com/political-ads/asset/d5ecb93d092a01116411e3882c98191ba7c24a6da503e51844a49ae463c750fa?mediaType=mp4,USD,238,127298,2019/10/18 20:49:11Z,2020/02/03 21:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Rocky Mountain Values,FEMALE,18+,united states,,,,,latitude 39.7348;longitude -104.9653;radius 16.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.rockymountainvalues.org/corygardnerfacts
1ef0964f554d5796516e5e8806ba816383a5e2cf5c0a60bc9b293b50135a22ff,https://www.snap.com/political-ads/asset/eab35b9be1782ecc1ba6426d09f8c4e1b00d69bbf40a587d8e6aeb958a480fcb?mediaType=png,USD,66,11927,2020/01/10 17:23:38Z,2020/01/16 04:59:59Z,Biden for President,"1500 Market St #19,Philadelphia,19102,US",Joe Biden for President,Biden for President,,17-27,united states,,,,,latitude 33.49531;longitude -80.85542;radius 1.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://go.joebiden.com/page/s/hbcu-students-for-biden?source=om-snap-hbcu-cla-ogb&subsource=om
b91bbcf153280ff5c69cb8712128f41e5b0270710bdd7372055745a2d52254aa,https://www.snap.com/political-ads/asset/1541bd8c973c48bade6c42a74255f0ea6c7570c2a22941057701a8a6c94a5daa?mediaType=mp4,GBP,54,32055,2020/01/20 10:00:16Z,2020/01/28 23:58:02Z,Opticomm,"31 Old Nichol Street,London,,E2 7HR,GB",Greenpeace,Greenpeace UK,,30+,united kingdom,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://secure.greenpeace.org.uk/page/s/turtle-journey-video?source=SC&subsource=OCMRGLPESC01GC&utm_source=snapchat&utm_medium=social&utm_campaign=turtle_journey_jan_2020&utm_content=journey_home_make_change
7e5a30f5636b00add5e1bc1b49531c3137bb171000499a9f098f449df6f2d66f,https://www.snap.com/political-ads/asset/ca7d2638d2d327ca061e973ffede7f9eb0588dd61aea4c4489ecf982f40e8988?mediaType=mov,USD,465,300944,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_Puberty_6s&utm_content=Traffic_Roo_13to17All&utm_campaign=PPRoo_TrafficFlight1_RooExtension
957dd3afe4d34151e958e03e3af2e98001836d0502b1c90f6c8f66f971246a92,https://www.snap.com/political-ads/asset/aae099033cd14608903d540b296be5050eba1cd670c29120db9de1adb2f5b986?mediaType=mp4,USD,13,15493,2020/01/22 02:34:35Z,,"D-Squared Commerce, LLC",US,PrezzyFlipFlops,"D-Squared Commerce, LLC",,,united states,,,,,,,,,,,,,Collegiates,,Provided by Advertiser,,,,,
c90496fd01c9530e4e461454db60a089af2fbcbfbbf1d658d4b2127970d533c5,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,4471,468991,2020/01/08 22:07:18Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,15-17,united states,,,,,,,"Abilene - Sweetwater,Albany,Albany - Schenectady - Troy,Alpena,Anchorage,Atlanta,Augusta - Aiken,Austin,Bangor,Baton Rouge,Beaumont - Port Arthur,Billings,Butte - Bozeman,Cedar Rapids - Waterloo - Iowa City & Dubuque,Charleston,Charlotte,Charlottesville,Cheyenne - Scottsbluff,Colorado Springs - Pueblo,Columbia,Dallas - Ft. Worth,Davenport - Rhode Island - Moline,Dayton,Denver,Des Moines - Ames,Elmira (corning),Erie,Fargo - Valley City,Flint - Saginaw - Bay City,Ft. Smith - Fayetteville - Springdale - Rogers,Ft. Wayne,Gainesville,Glendive,Grand Junction - Montrose,Grand Rapids - Kalamazoo - Battle Creek,Great Falls,Green Bay - Appleton,Greensboro - High Point - Winston Salem,Greenville - New Bern - Washington,Greenville - Spartanburg - Asheville - Anderson,Harlingen - Weslaco - Brownsville - Mcallen,Harrisburg - Lancaster - Lebanon - York,Helena,Jacksonville,Johnstown - Altoona,Kansas City,Laredo,Lincoln & Hastings - Kearney,Lubbock,Macon,Marquette,Milwaukee,Minneapolis - St. Paul,Missoula,Nashville,New Orleans,North Platte,Odessa - Midland,Omaha,Phoenix (prescott),Portland,Presque Isle,Providence - New Bedford,Raleigh - Durham (fayetteville),Rapid City,Reno,Richmond - Petersburg,Salisbury,Salt Lake City,San Angelo,Sioux City,Springfield - Holyoke,St. Louis,Toledo,Traverse City - Cadillac,Tucson (sierra Vista),Twin Falls,Tyler - Longview,Victoria,Waco - Temple - Bryan,Washington,West Palm Beach - Ft. Pierce,Wichita Falls & Lawton,Wilkes Barre - Scranton - Hazleton,Wilmington,Yuma - El Centro",,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-comm?cid=social_asm_snapchat_ditchjuul_bellyflop_leadgen_snapcom_6_1517
937966e53a8d4adb356a1a959fe5144382daa8d0894959b931993e96f265237c,https://www.snap.com/political-ads/asset/90f4730b643f1d21107902e75fe6e0ea542ea887eb225cfc5ffb597d580052bb?mediaType=mp4,USD,38129,3994998,2020/01/08 17:10:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
0a312a34be58de8938f8ec2aeecf7e392272eca6f2e5c4a3a80756e84fbb7307,https://www.snap.com/political-ads/asset/49582cb5d71219f774dcc689701b69d89bf86199a6b8d98fe8a7c52520cbe27f?mediaType=mp4,USD,481,183518,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/issues?utm_source=Snapchat&utm_medium=Video&utm_campaign=DayAfterTrump_15s
82fa376f774afd38a316099e477ae1fd3287b6bcd2470780e6e6ea0b7985fd40,https://www.snap.com/political-ads/asset/3362798ec28b685d6d806b2087d61af2dbec77364749ac62e1d77267ca57f9fb?mediaType=png,USD,74,21299,2020/01/10 17:36:02Z,2020/01/16 04:59:59Z,Biden for President,"1500 Market St #19,Philadelphia,19102,US",Joe Biden for President,Biden for President,,17-27,united states,,,,,latitude 34.010705;longitude -81.020234;radius 1.0,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://go.joebiden.com/page/s/hbcu-students-for-biden?source=om-snap-hbcu-all-col&subsource=om
3c4f30723d1a19faf0ac1e61b77a3d0dc91c1aeb6dced054752170dfcf042dab,https://www.snap.com/political-ads/asset/44a0cb2344d8f4882c5ea4d29d9330650c3f0e5109a52bc1a9e89a96fc6daa5f?mediaType=mp4,GBP,1,745,2020/01/21 12:48:49Z,2020/03/02 07:59:59Z,Republic of Media Ltd.,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",,Scottish Government,,16-24,united kingdom,,,,,"latitude 56.78120018038726;longitude -4.287511715387666;radius 100.0,latitude 57.32171550315462;longitude -2.418608752380237;radius 85.86,latitude 55.51943446788195;longitude -3.4927427040261705;radius 58.31,latitude 55.10155935962584;longitude -4.442367333596138;radius 60.15,latitude 55.83574454246647;longitude -2.4876021261947585;radius 23.42,latitude 56.080161847032315;longitude -2.8813614784165793;radius 54.27,latitude 55.78079022250972;longitude -4.63869497268675;radius 64.56,latitude 55.5023252578392;longitude -2.413099749062013;radius 9.83,latitude 58.113564814053944;longitude -4.522493797329133;radius 100.0,latitude 58.12173011298961;longitude -6.601857126173002;radius 37.38,latitude 59.008553059263335;longitude -2.9179367020813345;radius 55.74",,,,,,,,,,Provided by Advertiser,,,,,
95c4f085453767af924fa8afc87fe9350b867153d8361b5bef122d6ccecb15b3,https://www.snap.com/political-ads/asset/fc5d01b29029b960122035d001da6be270c7e03f9414eb278d6dc14722cdc46c?mediaType=jpg,EUR,258,120598,2020/01/02 12:38:16Z,2020/01/06 20:59:59Z,All Rise Media AB,"Eriksbergsgatan 8b ,Stockholm,11430,SE",,Cancerfonden,FEMALE,35+,sweden,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://ad.doubleclick.net/ddm/clk/458882879;263719735;l
1bf3418e64bed27ea1cc854b8af47d28fb96092d3669ffd7b6938829411dd807,https://www.snap.com/political-ads/asset/26cfd344ff6cc5b0a73054cb83016a33858cb423feeb2bc93d6afb489ca0a310?mediaType=mp4,EUR,0,853,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
5e1613150c45a703aaaf16013d976a3d0f22fef38190f83726bcb24bd853c007,https://www.snap.com/political-ads/asset/49582cb5d71219f774dcc689701b69d89bf86199a6b8d98fe8a7c52520cbe27f?mediaType=mp4,USD,493,184435,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/issues?utm_source=Snapchat&utm_medium=Video&utm_campaign=DayAfterTrump_15s
cb2f02ae352c521721274db6440622c43d6875d84b8e9c0c456396e75cb38add,https://www.snap.com/political-ads/asset/30b9e8314c75fa3cf9882c590c4effde2d6583c088ca6cb65e370c3c65549e35?mediaType=mp4,GBP,7,9750,2020/01/03 09:45:56Z,2020/01/10 09:45:56Z,Groundwork,"Trafford Ecology Park,Manchester,M17 1TU,GB",Groundwork Greater Manchester,Groundwork,,18-,united kingdom,Manchester,,,,,,,,,,,,,,Provided by Advertiser,,,,,
0d9c2fa5ce3b5285a2ef035d2cd722a72ac4be1df76fb9d64924d12c05194706,https://www.snap.com/political-ads/asset/a2869873b2023a2446961351bf71ee515d7b0b7f9f375af273c965734642eb79?mediaType=mp4,USD,205,104187,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://newrepublic.com/article/155246/pete-buttigiegs-undeniable-allure
