ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
e91d4708de782647aecaf4d586cd873f33de3b25e6102c47662c93fabfbe8daa,https://www.snap.com/political-ads/asset/8d3bdab0c964991dab274562f4858b7b2757e868d48112fc4743566afbfd8c3a?mediaType=jpg,USD,1,1210,2020/01/22 02:34:27Z,,"D-Squared Commerce, LLC",US,PrezzyFlipFlops,"D-Squared Commerce, LLC",,18-35,united states,,,,,,,,,,,,,Collegiates,,Provided by Advertiser,,,,,web_view_url:https://prezzyflipflops.com/
baf58ea3bd15f2a1c6b0b259ece25124723807b810e51b3aa31cdeb28fb96d45,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,527,230600,2020/01/08 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-ad?cid=social_asm_snapchat_ditchjuul_bellyflop_leadgen_snapads_6_1824
b5f2b46944c4a8344664ad1047e142a287b8c7996d3d6ca92973a1d7200359e2,https://www.snap.com/political-ads/asset/a819f2dd85a560711c81ea0639694f466bfbad6ca62800429196a4967f62be90?mediaType=mp4;https://www.snap.com/political-ads/asset/b3432b9e5bedf075171b61c204c9a33524de01415700eccad19125712aae5535?mediaType=mp4;https://www.snap.com/political-ads/asset/c2ac805f0d06cd30b1f0f879315a475f2485f60f41b215b0517c9f0616151943?mediaType=mp4;https://www.snap.com/political-ads/asset/4cc6e0f896f8541d518608602907c8ba252ba2059c370596bdafcea153a4cbd2?mediaType=mp4;https://www.snap.com/political-ads/asset/e748bf0cc48a9b91e991fe06c3cea9b447bf442a27c2132f2c421afb8e439ceb?mediaType=mp4;https://www.snap.com/political-ads/asset/06e55563794921414898a6cc21d0c0176b72ad8205caf8f8a2d59b482b99baf4?mediaType=mp4;https://www.snap.com/political-ads/asset/a8e242225c4c4f827b163ffbc3c838ade65b991471f8c1c0d0cd273b3096b92f?mediaType=mp4;https://www.snap.com/political-ads/asset/662ea5cdfd85d94f2ef1583471245f6f2b4732b9c2133f371639f8da94680a7e?mediaType=mp4;https://www.snap.com/political-ads/asset/23e33c8bd394166d15f7ecf1612b8500491a2c7b90e8bb2062c2b33b3e6cb90b?mediaType=mp4;https://www.snap.com/political-ads/asset/a2d5cd5d009e068bbb0fbb90cf13d6e574b7ea4f70e1ccc366b10ee33a179f81?mediaType=mp4;https://www.snap.com/political-ads/asset/c8eb0ee0178b0238eb0fbd4dd2191a2a0bdd4da7e4a83058191565eff7aaf1e8?mediaType=mp4,EUR,999,2138683,2020/01/07 16:48:35Z,2020/01/19 22:59:59Z,Næringslivets Hovedorganisasjon,"Middelthuns gate 27,Oslo,0368,NO",,Næringslivets Hovedorganisasjon,,31+,norway,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
e843566ee9534bc207da5623f6c08a7b8ab37a010ce9d134569d1f39f8e73f1f,https://www.snap.com/political-ads/asset/ceda1ba0fdec3fd994d2e8ea057596992f912ad9c8f5b1c992335e13954a4045?mediaType=mp4,USD,78,46441,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/health-care?utm_source=snapchat&utm_medium=video&utm_campaign=m4awwi&utm_content=countable_15s
83f864bd5e118523ee95dca1fdf5eb3c767e4fd6187ce42e396a76301a41e514,https://www.snap.com/political-ads/asset/26fd1e7539911aaf5c3472a3c21629c48b4e74b80041f98da4f682fb79eb88bf?mediaType=mp4,EUR,1,2306,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
85e1596c6eddcaccd2b8228bf53405531031c66e4382abfa7d8d57d7d4746b70,https://www.snap.com/political-ads/asset/c8f61e947227f82bae8664897368afd6e9b7bd1e0456cfdd42b2362894ea1278?mediaType=jpeg,USD,0,376,2020/01/14 18:02:19Z,,Marud Khan,US,Donald Trump,Albbiom Marketing LLC,,,united states,,Alaska,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v6/
8c09af5db99f30713a066056b85bf9d5ad99657c902abf1b59b6b579d3f0c247,https://www.snap.com/political-ads/asset/587a9d1fea2d6c0f317ee09f70d26df6b979d40ffc27619bb1e9744f669e75c2?mediaType=mp4,EUR,606,236143,2020/01/08 08:46:31Z,2020/01/25 22:59:59Z,Næringslivets Hovedorganisasjon,"Middelthuns gate 27,Oslo,0368,NO",,Næringslivets Hovedorganisasjon,,18-30,norway,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.nho.no/arskonferansen-2020/tema/neste-trekk/
c166383bd7bf48a2d706e9ed4eaf494f37d1f3326c379708432718a359bf37ab,https://www.snap.com/political-ads/asset/d702c0693d46c2577b493cf0ecd1d17b76699d91097d6c42fdd7ec0108c78195?mediaType=png,USD,65,18274,2019/11/19 17:10:56Z,2020/02/01 04:59:59Z,OpAD Media,"275 Madison Avenue, Suite 2200,New York ,10016,US",,NY State of Health,,18-34,united states,New York,,,,,,,,,,,,,,Provided by Advertiser,en,HHI: <50k,,,web_view_url:https://nystateofhealth.ny.gov/?utm_medium=EN_18-34_LH_REACH_ALL&utm_source=Snapchat&utm_campaign=OpenEnrollment2020
b0f0963db3e360b739243ef3b9e0897bdb630bc70e42a6320878814eba52c457,https://www.snap.com/political-ads/asset/4ed228ffec10a417d98e194b16f153efc6f213030d30137e159456858a47e757?mediaType=mov,USD,1036,603125,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_FirstTime_6s&utm_content=Traffic_Roo_13to17All&utm_campaign=PPRoo_TrafficFlight1_RooExtension
bc288da4b95da360dd0df547523afd4b4e160f64b049f3abbd4489efe5c06da4,https://www.snap.com/political-ads/asset/3dafe7a419cf27e2b7251d0521ce69b222b4289b72ed1a372a53ee6ff553a029?mediaType=png,USD,3,2080,2020/01/20 18:15:47Z,,RxB Marketing Agency,"4850 Libby Court,North Port,34287,US",,Unicorn Wealth,,21+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.gu-ecom.com/i/J687RSN/2175MQG/?sub1=snp
ec86786cd03e32606005c57fd0d14c962f51b22642f10503c92ec10d27fb2081,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,395,107335,2020/01/23 17:00:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
db8434b739957ab796be0fbd6d0c143143127e5d86fc27818fe3daad6d097927,https://www.snap.com/political-ads/asset/2a546e20871e0ac94748e55942773f57d294c83ecceb03a09f9fb50b26b404b8?mediaType=mp4,USD,49,29252,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,,,,,,,,web_view_url:https://www.seacoastonline.com/news/20200103/pete-buttigiegs-plea-for-unity-strikes-chord
40cc5fde9e93d89f1b87b47f72a6fb75c4d3b931cefffe78a0aea20e9005dce1,https://www.snap.com/political-ads/asset/76de19bfe2401c8a7ae2b2c38bd98bda1903349341f465876eebb6c59960363f?mediaType=mp4,EUR,283,165104,2020/01/01 05:00:00Z,2020/01/12 22:59:59Z,Reprise Media,"Skt. Petri Passage 52 ,København K,1165,DK",,Sundhedsstyrelsen,FEMALE,16-19,denmark,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
8fcd628248f3d7e877da4e3e2b940712c952bef27c952affadbbe899bd429e5f,https://www.snap.com/political-ads/asset/d406bac5de2eda68c9ca9d842d0db43f1ea503e74d4cf261e869075617aed690?mediaType=jpg,USD,4,2621,2020/01/23 20:42:47Z,2020/01/30 20:42:47Z,Southern Environmental Law Center,US,,SELC,,,united states,Virginia,,,,,,,,,,,,"Outdoor & Nature Enthusiasts,Outdoor Sports Gear Shoppers,Nature & Outdoor Destinations,Beaches,Parks & Gardens,Outdoorsy Destinations",,Provided by Advertiser,,,,,web_view_url:https://www.southernenvironment.org/news-and-press/news-feed/cut-virginia-carbon/?utm_source=snap&utm_medium=ad&utm_campaign=VCRPhase2&p2asource=snap#action
f5f146092e12d086b7d36448b9e710588a5f894707123e116a0d7517d4f766f0,https://www.snap.com/political-ads/asset/5bea09b0ca644cdbb5f70af50a8d7f6322d29a005d736fc294b63f4ca542c93e?mediaType=mp4,USD,38127,3992104,2020/01/08 17:10:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,15-17,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1517
06d686400eb04318648ae200d9be07828b1b47212602c140d2fea9ea0bfcaea1,https://www.snap.com/political-ads/asset/76de19bfe2401c8a7ae2b2c38bd98bda1903349341f465876eebb6c59960363f?mediaType=mp4,EUR,211,94699,2020/01/01 05:00:00Z,2020/01/12 22:59:59Z,Reprise Media,"Skt. Petri Passage 52 ,København K,1165,DK",,Sundhedsstyrelsen,FEMALE,20-24,denmark,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
8318f8b191102bb2da8308a59c89d44a2ae26862f2ea8b899bd0166bab3568c7,https://www.snap.com/political-ads/asset/5477ef2dfca093861e069bc9fd0a45e70b4fcd860ef7a08f061069be7ec107b9?mediaType=mp4,USD,15,16521,2020/01/19 20:09:42Z,2020/01/26 20:09:42Z,SADEARTH,US,,SADEARTH,,,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://teespring.com/stores/sad-earth
1dbccb0c2a65e0ae21cd365c69f63085f05304e7eacde3d902225e825e7dd18e,https://www.snap.com/political-ads/asset/d704583eeaa12e4e1d38cfdbe9078b47354003e3bccbd56ddc3db37faad0ee63?mediaType=mp4,EUR,0,974,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
fd1da2e42d919b6e0f059182d2b662facfcd6ee9791361bb5f7ea86e1c3d02b6,https://www.snap.com/political-ads/asset/9a6a8bc0ba0832efcaed8758c7fec7cf37fc684c0581898fd954b1437c293e7e?mediaType=png,EUR,819,1462935,2020/01/09 08:00:01Z,2020/02/02 22:59:59Z,Dentsu Aegis Network France,"4, Place de Saverne,Courbevoie,92400,FR",,Education Nationale,,15-17,france,,,,,,,,,,,,,,,,fr,,,,web_view_url:http://quandjepasselebac.education.fr/questions-que-vous-vous-posez-sur-le-controle-continu/
1d1e43f4c21fe7bd41bf14c41c7d88adbc518be95566564863c614ac5a7cdce8,https://www.snap.com/political-ads/asset/4e3578fd62676933a71cde13f8cbdda3be61df4f49e00bfa20b414f2911f2de6?mediaType=png,USD,7,4349,2020/01/18 17:16:21Z,,RxB Marketing Agency,"4850 Libby Court,North Port,34287,US",,Unicorn Politics,,21+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.gu-ecom.com/J687RSN/2175MQG/
f75379668371c0202dd5f2a34ec9c9a45fd6071598ebfd72a6289ab8b7679a9c,https://www.snap.com/political-ads/asset/5172d3939b0c77df84e97fb580c5fa3d9b285c334968720652fa28e174739242?mediaType=mp4,EUR,86,62201,2020/01/15 13:38:50Z,2020/01/29 13:23:10Z,Context Media,"Västra Norrlandsgatan 7 ,UMEÅ,90327,SE",,Region Kronoberg,,16-29,sweden,Kronobergs Lan,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:http://www.regionkronoberg.se/halsa-vard-tandvard/fimpar-du-fimpar-jag/
6ede480d514fd42201083afaeb3b8411e6062ff8ea685828efb6c45624cd6ce2,https://www.snap.com/political-ads/asset/28afb627cec6521459a645f463d17b87f5eb093ec119ed204bd5fe1fe50301da?mediaType=mp4,CAD,44,29530,2020/01/20 11:00:00Z,2020/03/23 02:00:00Z,Cossette Media Inc,"P.O. Box. 11613, Succ. Centre-ville,Montreal,H3C5V9,CA",,OPC,,18-24,canada,Quebec,,,,,,,,,,,,,,Provided by Advertiser,fr,,,,web_view_url:https://www.opc.gouv.qc.ca/ficav/?utm_source=Snapchat&utm_medium=Display&utm_content=15sec_Volcan_FR&utm_campaign=CSPQ|OPC|FICAV|CU_1013388
43efd0edb0d18af9defe12e2e5c886d6993cd8714fd569964da3aff57311ba58,https://www.snap.com/political-ads/asset/3a05686daad416ab97242c20c7c7a565bb64e24e2f269212b4666fed3caeaa4f?mediaType=mp4,EUR,0,1415,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
e41bf0b1b19263582dfca0a321ce2ed5664cd2de05c32e187846aab8045d08a6,https://www.snap.com/political-ads/asset/c873fb72a2b6b5a1bca88b013f3eac9af4c8af42ba05f146afd20d33f0fc444f?mediaType=mp4,EUR,1,1529,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
505fc17d80129104798b1b6c166350618f7e23f4db30fa3b2a1395bd64661149,https://www.snap.com/political-ads/asset/55ad1d741572e14a3f28ef70bcc952e7ef2db8b24a8460f71437d542b076d2fb?mediaType=mp4,GBP,3,3115,2020/01/21 12:48:49Z,2020/03/02 07:59:59Z,Republic of Media Ltd.,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",,Scottish Government,,16-24,united kingdom,,,,,"latitude 56.78120018038726;longitude -4.287511715387666;radius 100.0,latitude 57.32171550315462;longitude -2.418608752380237;radius 85.86,latitude 55.51943446788195;longitude -3.4927427040261705;radius 58.31,latitude 55.10155935962584;longitude -4.442367333596138;radius 60.15,latitude 55.83574454246647;longitude -2.4876021261947585;radius 23.42,latitude 56.080161847032315;longitude -2.8813614784165793;radius 54.27,latitude 55.78079022250972;longitude -4.63869497268675;radius 64.56,latitude 55.5023252578392;longitude -2.413099749062013;radius 9.83,latitude 58.113564814053944;longitude -4.522493797329133;radius 100.0,latitude 58.12173011298961;longitude -6.601857126173002;radius 37.38,latitude 59.008553059263335;longitude -2.9179367020813345;radius 55.74",,,,,,,,,,Provided by Advertiser,,,,,
eb29ffd7523d0de5f5c83106e9643582938d6566f4a5980a5b16b8b713474de8,https://www.snap.com/political-ads/asset/8ff5f231386576fe91ee571f8c4d3d029c8ded6c15e3785dc4006cbfdc5dc943?mediaType=mp4,USD,407,158306,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/policies/empower-workers/?utm_source=snapchat&utm_medium=video&utm_campaign=simple&utm_content=15s
fd417e8763c4f234b220402c419979a2014091b89d7c943cdf018b364d1341a2,https://www.snap.com/political-ads/asset/8ff5f231386576fe91ee571f8c4d3d029c8ded6c15e3785dc4006cbfdc5dc943?mediaType=mp4,USD,793,423337,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,New Hampshire,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/policies/empower-workers/?utm_source=snapchat&utm_medium=video&utm_campaign=simple&utm_content=15s
a63c5f03ffcb2880488c2ea6021fb0cab08c3a74f7b8bc4681024889c5ba6205,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,4909,2196821,2020/01/08 15:00:00Z,2020/02/01 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
f3c09bab3995d46fde2933d0c60589f75375360074a86ba516c30855416db08a,https://www.snap.com/political-ads/asset/0f806a65173a1a54c51296adae58d192ddce434df3ea3e79ec75fbdd011df204?mediaType=mp4,USD,1806,789917,2020/01/08 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-ad?cid=social_asm_snapchat_ditchjuul_leadgen_snapads_animated_1824
d42ac24c3ac4c7a7b4a84331114695aba1e8721916f388fc61b73974d6898aec,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,37996,22973356,2020/01/08 17:05:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
4cee4dd5a57edcfa14087a5f3c5c2a0c1b42f2c14e6ece73fd8ade348032f109,https://www.snap.com/political-ads/asset/26fd1e7539911aaf5c3472a3c21629c48b4e74b80041f98da4f682fb79eb88bf?mediaType=mp4,EUR,1,1859,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Donegal,Galway,Leitrim,Longford,Mayo,Roscommon,Sligo,Westmeath",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
edaef4ccdff7bd29f963836b7aa8ad568b266c246f195c4ad9c0b2a45b446889,https://www.snap.com/political-ads/asset/eabfc4ee94120052a883489c1e58824b2af0e2b331b6114f8c56363dff74e589?mediaType=mp4,EUR,0,808,2020/01/17 12:31:02Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,Dublin,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
c6d0a07e622ec9daa8ac91a2ca3976fdb81f10f29c35ed19aa5ceb0b80157e93,https://www.snap.com/political-ads/asset/baa3bb313ed78e42a2f3e5c6326e19cecda02feca5a94a7353328c996838c8e7?mediaType=mp4,EUR,0,756,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Donegal,Galway,Leitrim,Longford,Mayo,Roscommon,Sligo,Westmeath",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
593f8889b4b19fa7ae2afe8ed8048ec2b0b11bd8683abfccc789ac328adec370,https://www.snap.com/political-ads/asset/26fd1e7539911aaf5c3472a3c21629c48b4e74b80041f98da4f682fb79eb88bf?mediaType=mp4,EUR,0,1334,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
65afc3c9ba3cba85479cf947ea0315fc9304e539cda6ee46870404f4667519ef,https://www.snap.com/political-ads/asset/71f6a7b98251aeb47e5c2384f03c36f7ee1ddb28b75806dbca0b70f5d587ce3e?mediaType=mp4,USD,59,25131,2020/01/16 23:53:58Z,2020/02/11 23:53:58Z,BCom Solutions,"919 Central Ave,Auburn,68305,US",,Great Schools for Great Kids,,18+,united states,,,,,,,,,"68501,68505,68509,68516,68523,68528,68583,68502,68506,68510,68520,68524,68529,68588,68503,68507,68512,68521,68526,68542,68504,68508,68514,68522,68527,68544",,,,,,Provided by Advertiser,,"College Graduates,Married People,Moms,Parents,Occupation (Legal, Education or Health),Education (Bachelor Degree),Education (Graduate Degree),Education (High School Diploma),Education (Some College),Education (Some High School),Presence of Child (Age: 0-3),Presence of Child (Age: 10-12),Presence of Child (Age: 13-15),Presence of Child (Age: 16-18),Presence of Child (Age: 4-6),Presence of Child (Age: 7-9),New Moms,New Parents,Marital Status (Married)",,,web_view_url:https://greatschoolslnk.org/
ff463231a29d1e441a86b545b0edd04250f8aa0ba8653afdeb438a402f402f83,https://www.snap.com/political-ads/asset/721f03f66fb608cbb28035fa8c333aee0d595e785b54ec8c33edf523cb65d8c5?mediaType=mp4,EUR,69,23281,2020/01/08 08:47:16Z,2020/01/25 22:59:59Z,Næringslivets Hovedorganisasjon,"Middelthuns gate 27,Oslo,0368,NO",,Næringslivets Hovedorganisasjon,,31+,norway,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.nho.no/arskonferansen-2020/tema/neste-trekk/
2b6a24613ab28ea94ad2784c39417f4b4175d60d32721a7eeeaf7fb27e167ec9,https://www.snap.com/political-ads/asset/425480056ebf64821d94839afef4c72785b68ff0616ed142d24728ad84c84336?mediaType=mp4,EUR,0,698,2020/01/17 12:31:02Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,Dublin,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
a7249e2513d54e8272f046b8edccbbff1ee52bca444c4500dd77df63a5835152,https://www.snap.com/political-ads/asset/162d73fb628c50dec28456ce3a88649b4688ed4467af87cb1c7ac7e692dbc190?mediaType=mp4,USD,203,146917,2020/01/03 16:15:19Z,2020/01/01 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,South Carolina,,,,,,,,,,,,"Urban & Hip-Hop Music Fans,TV Network Viewers (BET)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/issues/?utm_source=snapchat&utm_medium=video&utm_campaign=kitchen_table&utm_content=42s
b24f23568796c796e29ec223bef508797c2aa783d6bf6734479c248e4f7df2f4,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,37993,15131345,2020/01/08 17:05:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
cf8125fa24dd0b2b46ec89e3aab81e541ad95ca5102864519c2aead0e16dd15f,https://www.snap.com/political-ads/asset/db88c762bb1456fbf67368f65564aa062a7f9a21633efdfcbc163fd2b80b1f25?mediaType=mp4,EUR,2,3535,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
80aef4a303916809131c33dcc22984cc0f9fb0567032472c20ca0d97eea386e9,https://www.snap.com/political-ads/asset/d9b43c5b07853259267505a88edf9aed9b6252fb565d4c271238376a348050d4?mediaType=mp4,GBP,15,11819,2020/01/20 10:00:16Z,2020/01/28 23:59:01Z,Opticomm,"31 Old Nichol Street,London,,E2 7HR,GB",Greenpeace,Greenpeace UK,,25-29,united kingdom,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://secure.greenpeace.org.uk/page/s/turtle-journey-video?source=SC&subsource=OCMRGLPESC01GC&utm_source=snapchat&utm_medium=social&utm_campaign=turtle_journey_jan_2020&utm_content=journey_home_make_change_fp
cbbb2e4a379970f505a4a377b0c3ef2a50a8046e7538a4177c91f975b7276797,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,2509,259169,2020/01/08 22:07:18Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-comm?cid=social_asm_snapchat_ditchjuul_bellyflop_leadgen_snapcom_6_1824
